OUT_ID,STO_NM,SHIP_YM,SERVICE_TYPE,ORDER_CNT,BOX_TOT,WEIGHT_KG
OUT0000365,Sample FoodService 0025,2024-10,Standard,7,105.055,801.65
OUT0000366,Sample FoodService 0025,2024-11,Standard,13,174.086,1295.79
OUT0000367,Sample FoodService 0025,2024-12,Standard,6,76.134,273.77
OUT0000368,Sample FoodService 0025,2025-01,Standard,11,119.019,1152.21
OUT0000369,Sample FoodService 0025,2025-02,Priority,7,94.585,721.86
OUT0000370,Sample FoodService 0025,2025-04,Cold Chain,5,77.387,754.81
OUT0000371,Sample FoodService 0025,2025-05,Standard,14,150.547,758.77
OUT0000372,Sample FoodService 0025,2025-06,Standard,5,77.079,621.06
OUT0000373,Sample Retail 0026,2024-01,Standard,13,142.321,1214.83
OUT0000374,Sample Retail 0026,2024-03,Standard,27,407.523,3053.7
OUT0000375,Sample Retail 0026,2024-06,Standard,14,170.41,1125.11
OUT0000376,Sample Retail 0026,2024-07,Standard,12,168.953,1504.27
OUT0000377,Sample Retail 0026,2024-09,Standard,16,241.986,1948.49
OUT0000378,Sample Retail 0026,2024-11,Cold Chain,16,140.162,1031.42
OUT0000379,Sample Retail 0026,2024-12,Standard,16,153.648,1439.1
OUT0000380,Sample Retail 0026,2025-01,Standard,17,258.392,2006.17
OUT0000381,Sample Retail 0026,2025-02,Standard,10,78.897,412.28
OUT0000382,Sample Retail 0026,2025-04,Standard,26,372.597,1537.2
OUT0000383,Sample Retail 0026,2025-05,Standard,13,128.367,652.66
OUT0000384,Sample Retail 0026,2025-06,Cold Chain,18,155.211,591.63
OUT0000385,Sample E-commerce 0027,2024-01,Standard,9,110.856,744.85
OUT0000386,Sample E-commerce 0027,2024-02,Standard,9,136.786,1136.21
OUT0000387,Sample E-commerce 0027,2024-03,Cold Chain,6,49.718,257.01
OUT0000388,Sample E-commerce 0027,2024-04,Standard,11,148.175,1333.24
OUT0000389,Sample E-commerce 0027,2024-05,Standard,10,124.778,1096.74
OUT0000390,Sample E-commerce 0027,2024-06,Standard,6,89.283,385.56
OUT0000391,Sample E-commerce 0027,2024-07,Standard,8,104.606,487.15
OUT0000392,Sample E-commerce 0027,2024-08,Standard,6,91.407,602.32
OUT0000393,Sample E-commerce 0027,2024-09,Standard,8,108.115,512.44
OUT0000394,Sample E-commerce 0027,2024-10,Standard,10,86.463,666.26
OUT0000395,Sample E-commerce 0027,2024-12,Standard,8,111.833,781.02
OUT0000396,Sample E-commerce 0027,2025-02,Standard,7,75.395,579.57
OUT0000397,Sample E-commerce 0027,2025-03,Standard,6,91.15,588.46
OUT0000398,Sample E-commerce 0027,2025-04,Standard,7,57.093,227.49
OUT0000399,Sample E-commerce 0027,2025-05,Standard,11,108.421,373.75
OUT0000400,Sample E-commerce 0027,2025-06,Standard,10,106.154,761.4
OUT0000401,Sample E-commerce 0028,2024-01,Standard,19,287.919,1658.89
OUT0000402,Sample E-commerce 0028,2024-02,Standard,15,147.644,655.33
OUT0000403,Sample E-commerce 0028,2024-03,Priority,11,133.507,1027.24
OUT0000404,Sample E-commerce 0028,2024-04,Standard,10,119.365,478.46
OUT0000405,Sample E-commerce 0028,2024-06,Standard,6,87.874,419.49
OUT0000406,Sample E-commerce 0028,2024-07,Standard,11,123.49,1124.48
OUT0000407,Sample E-commerce 0028,2024-08,Standard,11,140.4,1306.74
OUT0000408,Sample E-commerce 0028,2024-09,Cold Chain,11,135.356,888.18
OUT0000409,Sample E-commerce 0028,2024-11,Standard,16,193.361,1615.61
OUT0000410,Sample E-commerce 0028,2025-04,Standard,16,215.483,1535.3
OUT0000411,Sample E-commerce 0028,2025-06,Standard,17,241.026,787.33
OUT0000412,Sample Convenience 0029,2024-01,Cold Chain,10,105.411,499.91
OUT0000413,Sample Convenience 0029,2024-03,Cold Chain,6,62.392,607.73
OUT0000414,Sample Convenience 0029,2024-04,Standard,3,23.213,197.58
OUT0000415,Sample Convenience 0029,2024-06,Standard,5,40.125,145.01
OUT0000416,Sample Convenience 0029,2024-09,Standard,8,86.241,532.55
OUT0000417,Sample Convenience 0029,2024-10,Cold Chain,9,68.335,397.69
OUT0000418,Sample Convenience 0029,2024-11,Standard,7,94.915,670.54
OUT0000419,Sample Convenience 0029,2024-12,Standard,8,70.449,230.03
OUT0000420,Sample Convenience 0029,2025-01,Standard,7,90.213,775.67
OUT0000421,Sample Convenience 0029,2025-02,Standard,3,39.461,369.57
OUT0000422,Sample Convenience 0029,2025-03,Standard,4,35.38,274.03
OUT0000423,Sample Convenience 0029,2025-04,Standard,5,70.098,409.4
OUT0000424,Sample FoodService 0030,2024-01,Standard,9,68.87,455.9
OUT0000425,Sample FoodService 0030,2024-02,Standard,6,60.173,516.82
OUT0000426,Sample FoodService 0030,2024-03,Standard,4,61.862,482.75
OUT0000427,Sample FoodService 0030,2024-04,Standard,6,63.727,559.08
OUT0000428,Sample FoodService 0030,2024-05,Standard,8,85.312,775.81
OUT0000429,Sample FoodService 0030,2024-06,Standard,3,37.382,149.64
OUT0000430,Sample FoodService 0030,2024-08,Cold Chain,7,91.693,462.39
OUT0000431,Sample FoodService 0030,2024-09,Standard,12,141.463,1178.53
OUT0000432,Sample FoodService 0030,2024-10,Standard,8,67.329,369.92
OUT0000433,Sample FoodService 0030,2024-11,Standard,6,72.619,606.4
OUT0000434,Sample FoodService 0030,2024-12,Standard,7,55.968,347.13
OUT0000435,Sample FoodService 0030,2025-02,Cold Chain,8,76.764,342.76
OUT0000436,Sample FoodService 0030,2025-03,Standard,11,127.888,591.46
OUT0000437,Sample FoodService 0030,2025-04,Priority,9,120.508,934.6
OUT0000438,Sample FoodService 0030,2025-06,Standard,8,79.133,750.88
OUT0000439,Sample Convenience 0031,2024-01,Standard,13,184.936,1798.36
OUT0000440,Sample Convenience 0031,2024-03,Standard,15,156.139,1426.15
OUT0000441,Sample Convenience 0031,2024-04,Standard,9,133.644,1290.69
OUT0000442,Sample Convenience 0031,2024-06,Standard,18,209.024,878.46
OUT0000443,Sample Convenience 0031,2024-08,Standard,11,84.23,537.8
OUT0000444,Sample Convenience 0031,2024-09,Standard,11,148.771,509.14
OUT0000445,Sample Convenience 0031,2024-10,Standard,13,172.845,786.26
OUT0000446,Sample Convenience 0031,2024-11,Standard,13,179.179,1067.15
OUT0000447,Sample Convenience 0031,2024-12,Standard,11,84.876,366.64
OUT0000448,Sample Convenience 0031,2025-01,Standard,13,137.763,1162.49
OUT0000449,Sample Convenience 0031,2025-05,Standard,16,228.581,1220.13
OUT0000450,Sample Convenience 0031,2025-06,Priority,8,60.338,352.67
OUT0000451,Sample Manufacturing 0032,2024-01,Cold Chain,4,52.38,206.65
OUT0000452,Sample Manufacturing 0032,2024-02,Cold Chain,4,59.297,462.05
OUT0000453,Sample Manufacturing 0032,2024-03,Standard,4,42.041,326.68
OUT0000454,Sample Manufacturing 0032,2024-05,Standard,6,45.835,403.61
OUT0000455,Sample Manufacturing 0032,2024-07,Standard,8,101.486,988.67
OUT0000456,Sample Manufacturing 0032,2024-08,Standard,3,35.392,200.85
OUT0000457,Sample Manufacturing 0032,2024-09,Standard,5,70.204,427.93
OUT0000458,Sample Manufacturing 0032,2024-11,Standard,4,35.458,342.38
OUT0000459,Sample Manufacturing 0032,2024-12,Cold Chain,7,62.119,556.97
OUT0000460,Sample Manufacturing 0032,2025-01,Standard,6,61.356,356.34
OUT0000461,Sample Manufacturing 0032,2025-02,Standard,4,49.586,350.58
OUT0000462,Sample Manufacturing 0032,2025-03,Standard,9,105.211,912.11
OUT0000463,Sample Manufacturing 0032,2025-04,Standard,10,87.824,589.72
OUT0000464,Sample Retail 0033,2024-01,Standard,7,81.119,454.56
OUT0000465,Sample Retail 0033,2024-02,Standard,6,59.456,405.16
OUT0000466,Sample Retail 0033,2024-03,Standard,7,50.417,323.26
OUT0000467,Sample Retail 0033,2024-04,Priority,5,69.686,308.85
OUT0000468,Sample Retail 0033,2024-05,Standard,5,75.737,338.47
OUT0000469,Sample Retail 0033,2024-06,Standard,8,62.346,306.92
OUT0000470,Sample Retail 0033,2024-08,Standard,4,37.669,251.64
OUT0000471,Sample Retail 0033,2024-10,Standard,8,57.69,194.45
OUT0000472,Sample Retail 0033,2024-12,Standard,7,53.505,191.42
OUT0000473,Sample Retail 0033,2025-01,Cold Chain,6,52.755,243.98
OUT0000474,Sample Retail 0033,2025-02,Standard,5,73.789,556.98
OUT0000475,Sample Retail 0033,2025-03,Standard,7,59.429,548.62
OUT0000476,Sample Retail 0033,2025-05,Standard,3,37.489,245.29
OUT0000477,Sample Retail 0033,2025-06,Standard,4,36.333,260.72
OUT0000478,Sample Pharma 0034,2024-01,Standard,17,159.482,949.92
OUT0000479,Sample Pharma 0034,2024-03,Standard,20,199.188,830.65
OUT0000480,Sample Pharma 0034,2024-04,Standard,17,145.271,873.97
OUT0000481,Sample Pharma 0034,2024-05,Cold Chain,7,81.412,466.21
OUT0000482,Sample Pharma 0034,2024-06,Standard,7,69.769,414.33
OUT0000483,Sample Pharma 0034,2024-07,Standard,14,123.084,713.47
OUT0000484,Sample Pharma 0034,2024-08,Priority,29,269.546,2549.2
OUT0000485,Sample Pharma 0034,2024-09,Cold Chain,9,131.87,907.81
OUT0000486,Sample Pharma 0034,2024-10,Standard,8,86.892,805.13
OUT0000487,Sample Pharma 0034,2024-11,Standard,13,148.673,1274.73
OUT0000488,Sample Pharma 0034,2024-12,Cold Chain,20,215.673,1347.01
OUT0000489,Sample Pharma 0034,2025-01,Standard,8,97.866,431.82
OUT0000490,Sample Pharma 0034,2025-03,Standard,12,183.103,1780.04
OUT0000491,Sample Pharma 0034,2025-04,Standard,7,97.651,898.95
OUT0000492,Sample Pharma 0034,2025-05,Standard,9,106.838,813.1
OUT0000493,Sample Pharma 0034,2025-06,Standard,15,190.275,1461.66
OUT0000494,Sample Manufacturing 0035,2024-01,Standard,16,179.08,1502.07
OUT0000495,Sample Manufacturing 0035,2024-02,Standard,19,256.801,1382.46
OUT0000496,Sample Manufacturing 0035,2024-03,Standard,10,92.943,594.61
OUT0000497,Sample Manufacturing 0035,2024-04,Standard,14,182.087,1520.74
OUT0000498,Sample Manufacturing 0035,2024-05,Priority,11,95.422,834.18
OUT0000499,Sample Manufacturing 0035,2024-06,Standard,8,57.959,242.3
OUT0000500,Sample Manufacturing 0035,2024-07,Priority,19,216.478,1502.03
OUT0000501,Sample Manufacturing 0035,2024-08,Standard,25,309.779,1633.02
OUT0000502,Sample Manufacturing 0035,2024-09,Standard,17,249.293,1042.88
OUT0000503,Sample Manufacturing 0035,2024-10,Standard,11,87.224,648.17
OUT0000504,Sample Manufacturing 0035,2024-11,Standard,10,130.943,672.18
OUT0000505,Sample Manufacturing 0035,2024-12,Standard,24,367.351,1641.43
OUT0000506,Sample Manufacturing 0035,2025-01,Priority,12,115.011,964.54
OUT0000507,Sample Manufacturing 0035,2025-02,Standard,16,161.729,997.98
OUT0000508,Sample Manufacturing 0035,2025-05,Standard,16,159.396,1369.66
OUT0000509,Sample Manufacturing 0035,2025-06,Cold Chain,8,99.886,852.66
OUT0000510,Sample Convenience 0036,2024-01,Cold Chain,10,80.794,304.01
OUT0000511,Sample Convenience 0036,2024-03,Standard,13,170.952,826.39
OUT0000512,Sample Convenience 0036,2024-04,Standard,5,65.42,434.29
OUT0000513,Sample Convenience 0036,2024-07,Standard,7,87.125,755.13
OUT0000514,Sample Convenience 0036,2024-08,Standard,8,63.465,433.37
OUT0000515,Sample Convenience 0036,2024-09,Standard,7,55.673,284.3
OUT0000516,Sample Convenience 0036,2024-10,Standard,11,118.63,744.44
OUT0000517,Sample Convenience 0036,2024-11,Standard,11,158.287,1190.51
OUT0000518,Sample Convenience 0036,2025-01,Standard,9,73.321,326.19
OUT0000519,Sample Convenience 0036,2025-02,Cold Chain,9,83.567,365.78
OUT0000520,Sample Convenience 0036,2025-04,Standard,7,52.084,245.93
OUT0000521,Sample Convenience 0036,2025-05,Cold Chain,15,170.54,1651.7
OUT0000522,Sample Convenience 0036,2025-06,Standard,17,153.35,1020.41
OUT0000523,Sample Convenience 0037,2024-01,Standard,11,105.072,932.95
OUT0000524,Sample Convenience 0037,2024-02,Cold Chain,10,90.249,389.45
OUT0000525,Sample Convenience 0037,2024-03,Standard,15,207.35,1178.49
OUT0000526,Sample Convenience 0037,2024-04,Standard,11,119.554,461.07
OUT0000527,Sample Convenience 0037,2024-05,Standard,17,191.085,1603.77
OUT0000528,Sample Convenience 0037,2024-06,Cold Chain,16,227.14,1700.38
OUT0000529,Sample Convenience 0037,2024-08,Standard,18,275.344,2237.73
OUT0000530,Sample Convenience 0037,2024-09,Standard,8,74.081,545.16
OUT0000531,Sample Convenience 0037,2024-10,Standard,18,213.182,1734.34
OUT0000532,Sample Convenience 0037,2024-11,Standard,40,421.827,3312.28
OUT0000533,Sample Convenience 0037,2025-01,Standard,14,160.546,525.72
OUT0000534,Sample Convenience 0037,2025-02,Standard,15,181.604,1317.34
OUT0000535,Sample Convenience 0037,2025-03,Standard,10,92.524,389.49
OUT0000536,Sample Convenience 0037,2025-04,Standard,23,303.364,2541.31
OUT0000537,Sample Convenience 0037,2025-05,Standard,24,231.427,806.55
OUT0000538,Sample Convenience 0037,2025-06,Standard,12,148.284,755.22
OUT0000539,Sample Retail 0038,2024-01,Standard,2,17.621,82.15
OUT0000540,Sample Retail 0038,2024-02,Priority,6,59.825,263.5
OUT0000541,Sample Retail 0038,2024-03,Standard,5,67.759,426.61
OUT0000542,Sample Retail 0038,2024-04,Standard,5,41.966,350.29
OUT0000543,Sample Retail 0038,2024-05,Standard,4,56.934,421.38
OUT0000544,Sample Retail 0038,2024-06,Standard,4,45.395,432.63
OUT0000545,Sample Retail 0038,2024-07,Standard,6,57.662,240.12
OUT0000546,Sample Retail 0038,2024-08,Standard,5,60.003,388.66
OUT0000547,Sample Retail 0038,2024-09,Cold Chain,4,58.943,220.59
OUT0000548,Sample Retail 0038,2024-10,Standard,6,76.25,603.95
OUT0000549,Sample Retail 0038,2024-11,Standard,6,67.463,297.89
OUT0000550,Sample Retail 0038,2024-12,Standard,4,30.16,150.36
OUT0000551,Sample Retail 0038,2025-01,Cold Chain,6,67.311,622.84
OUT0000552,Sample Retail 0038,2025-02,Standard,2,18.602,131.62
OUT0000553,Sample Retail 0038,2025-03,Priority,5,75.324,530.83
OUT0000554,Sample Retail 0038,2025-04,Standard,6,58.995,255.29
OUT0000555,Sample Retail 0038,2025-06,Standard,6,52.823,422.89
OUT0000556,Sample Convenience 0039,2024-01,Cold Chain,4,57.815,269.57
OUT0000557,Sample Convenience 0039,2024-02,Cold Chain,4,36.69,150.94
OUT0000558,Sample Convenience 0039,2024-03,Standard,4,39.251,333.93
OUT0000559,Sample Convenience 0039,2024-04,Cold Chain,5,55.273,287.01
OUT0000560,Sample Convenience 0039,2024-06,Standard,4,51.591,376.87
OUT0000561,Sample Convenience 0039,2024-07,Standard,5,36.717,269.56
OUT0000562,Sample Convenience 0039,2024-08,Standard,5,41.366,149.1
OUT0000563,Sample Convenience 0039,2024-09,Standard,5,56.804,478.51
OUT0000564,Sample Convenience 0039,2024-10,Cold Chain,4,36.903,181.06
OUT0000565,Sample Convenience 0039,2025-01,Standard,5,49.775,383.44
OUT0000566,Sample Convenience 0039,2025-02,Priority,8,64.85,630.54
OUT0000567,Sample Convenience 0039,2025-03,Standard,5,41.568,173.18
OUT0000568,Sample Convenience 0039,2025-04,Standard,5,71.672,623.23
OUT0000569,Sample Convenience 0039,2025-05,Standard,7,105.251,527.77
OUT0000570,Sample Pharma 0040,2024-01,Priority,8,56.086,456.87
OUT0000571,Sample Pharma 0040,2024-02,Standard,6,43.096,335.89
OUT0000572,Sample Pharma 0040,2024-03,Cold Chain,5,53.199,382.81
OUT0000573,Sample Pharma 0040,2024-04,Priority,7,79.712,618.46
OUT0000574,Sample Pharma 0040,2024-05,Standard,8,73.376,507.4
OUT0000575,Sample Pharma 0040,2024-06,Cold Chain,9,86.022,753.54
OUT0000576,Sample Pharma 0040,2024-07,Standard,7,73.426,274.92
OUT0000577,Sample Pharma 0040,2024-08,Standard,4,34.396,128.23
OUT0000578,Sample Pharma 0040,2024-10,Standard,14,115.578,656.09
OUT0000579,Sample Pharma 0040,2024-11,Standard,9,63.168,384.49
OUT0000580,Sample Pharma 0040,2024-12,Standard,9,100.302,958.46
OUT0000581,Sample Pharma 0040,2025-01,Cold Chain,8,97.572,795.5
OUT0000582,Sample Pharma 0040,2025-02,Priority,5,36.821,212.74
OUT0000583,Sample Pharma 0040,2025-03,Cold Chain,5,39.743,304.37
OUT0000584,Sample Pharma 0040,2025-04,Standard,7,52.655,503.92
OUT0000585,Sample Pharma 0040,2025-05,Standard,4,56.262,224.6
OUT0000586,Sample Pharma 0040,2025-06,Standard,5,75.834,327.19
OUT0000587,Sample E-commerce 0041,2024-01,Cold Chain,25,289.818,1411.64
OUT0000588,Sample E-commerce 0041,2024-02,Standard,16,189.353,1324.23
OUT0000589,Sample E-commerce 0041,2024-03,Standard,17,214.498,1911.86
OUT0000590,Sample E-commerce 0041,2024-04,Standard,16,191.572,1485.17
OUT0000591,Sample E-commerce 0041,2024-05,Standard,27,192.791,785.44
OUT0000592,Sample E-commerce 0041,2024-06,Standard,33,296.542,2449.27
OUT0000593,Sample E-commerce 0041,2024-07,Standard,27,363.288,2190.62
OUT0000594,Sample E-commerce 0041,2024-08,Cold Chain,24,291.093,1349.94
OUT0000595,Sample E-commerce 0041,2024-09,Standard,25,346.36,2487.6
OUT0000596,Sample E-commerce 0041,2024-10,Priority,31,316.126,2232.19
OUT0000597,Sample E-commerce 0041,2024-11,Standard,19,208.752,1488.84
OUT0000598,Sample E-commerce 0041,2024-12,Cold Chain,36,477.518,2792.96
OUT0000599,Sample E-commerce 0041,2025-01,Standard,23,284.831,2221.67
OUT0000600,Sample E-commerce 0041,2025-02,Priority,26,308.806,1121.22
OUT0000601,Sample E-commerce 0041,2025-03,Standard,30,374.007,2324.11
OUT0000602,Sample E-commerce 0041,2025-04,Priority,36,445.219,2068.55
OUT0000603,Sample E-commerce 0041,2025-05,Standard,20,274.662,1761.25
OUT0000604,Sample E-commerce 0041,2025-06,Standard,23,327.647,2729.17
OUT0000605,Sample Retail 0042,2024-01,Priority,8,56.836,537.05
OUT0000606,Sample Retail 0042,2024-02,Standard,10,80.583,643.8
OUT0000607,Sample Retail 0042,2024-03,Standard,6,52.052,329.93
OUT0000608,Sample Retail 0042,2024-04,Standard,10,73.84,323.06
OUT0000609,Sample Retail 0042,2024-05,Priority,17,136.912,1105.86
OUT0000610,Sample Retail 0042,2024-06,Standard,22,312.516,1073.68
OUT0000611,Sample Retail 0042,2024-07,Cold Chain,20,261.097,1479.31
OUT0000612,Sample Retail 0042,2024-08,Priority,21,218.547,914.98
OUT0000613,Sample Retail 0042,2024-09,Cold Chain,22,291.739,1447.14
OUT0000614,Sample Retail 0042,2024-10,Standard,23,274.977,1042.1
OUT0000615,Sample Retail 0042,2024-11,Standard,32,317.391,2741.41
OUT0000616,Sample Retail 0042,2024-12,Standard,22,198.506,1497.3
OUT0000617,Sample Retail 0042,2025-01,Standard,19,173.098,1012.94
OUT0000618,Sample Retail 0042,2025-02,Standard,12,122.606,781.19
OUT0000619,Sample Retail 0042,2025-03,Standard,24,278.726,2424.52
OUT0000620,Sample Retail 0042,2025-04,Standard,22,322.37,2282.53
OUT0000621,Sample Retail 0042,2025-05,Standard,16,120.294,986.38
OUT0000622,Sample Retail 0042,2025-06,Cold Chain,10,126.115,1145.28
OUT0000623,Sample Manufacturing 0043,2024-01,Standard,31,377.557,2260.74
OUT0000624,Sample Manufacturing 0043,2024-05,Standard,32,291.128,2569.51
OUT0000625,Sample Manufacturing 0043,2024-07,Standard,32,273.271,1504.63
OUT0000626,Sample Manufacturing 0043,2024-08,Standard,26,395.212,1325.42
OUT0000627,Sample Manufacturing 0043,2024-10,Standard,62,544.621,5044.56
OUT0000628,Sample Manufacturing 0043,2024-11,Cold Chain,22,327.362,1570.19
OUT0000629,Sample Manufacturing 0043,2024-12,Standard,41,517.222,1900.01
OUT0000630,Sample Manufacturing 0043,2025-02,Standard,29,322.538,1657.7
OUT0000631,Sample Manufacturing 0043,2025-03,Cold Chain,35,313.685,2972.85
OUT0000632,Sample Manufacturing 0043,2025-04,Standard,35,295.374,2132.41
OUT0000633,Sample Manufacturing 0043,2025-05,Priority,15,164.77,1318.52
OUT0000634,Sample Manufacturing 0043,2025-06,Cold Chain,22,219.711,986.42
OUT0000635,Sample Manufacturing 0044,2024-02,Standard,7,51.925,437.03
OUT0000636,Sample Manufacturing 0044,2024-03,Standard,17,247.415,848.21
OUT0000637,Sample Manufacturing 0044,2024-04,Standard,13,104.906,665.6
OUT0000638,Sample Manufacturing 0044,2024-05,Standard,5,47.016,406.14
OUT0000639,Sample Manufacturing 0044,2024-06,Standard,18,271.148,2069.61
OUT0000640,Sample Manufacturing 0044,2024-07,Standard,14,134.932,973.46
OUT0000641,Sample Manufacturing 0044,2024-08,Standard,8,60.19,548.35
OUT0000642,Sample Manufacturing 0044,2024-09,Standard,6,55.482,340.66
OUT0000643,Sample Manufacturing 0044,2024-10,Standard,19,168.052,967.35
OUT0000644,Sample Manufacturing 0044,2024-11,Standard,21,244.417,1060.95
OUT0000645,Sample Manufacturing 0044,2024-12,Standard,8,77.105,575.02
OUT0000646,Sample Manufacturing 0044,2025-01,Standard,18,246.739,2155.95
OUT0000647,Sample Manufacturing 0044,2025-02,Cold Chain,15,124.686,723.7
OUT0000648,Sample Manufacturing 0044,2025-03,Standard,13,165.453,810.97
OUT0000649,Sample Manufacturing 0044,2025-04,Cold Chain,11,126.654,539.09
OUT0000650,Sample Manufacturing 0044,2025-05,Standard,11,111.802,648.47
OUT0000651,Sample Manufacturing 0044,2025-06,Standard,7,60.141,565.3
OUT0000652,Sample FoodService 0045,2024-01,Cold Chain,10,153.373,878.89
OUT0000653,Sample FoodService 0045,2024-02,Standard,22,165.655,819.6
OUT0000654,Sample FoodService 0045,2024-03,Standard,11,77.092,374.74
OUT0000655,Sample FoodService 0045,2024-04,Standard,14,112.642,1048.6
OUT0000656,Sample FoodService 0045,2024-05,Cold Chain,15,227.028,1950.28
OUT0000657,Sample FoodService 0045,2024-06,Standard,10,124.522,504.33
OUT0000658,Sample FoodService 0045,2024-07,Cold Chain,18,169.42,1329.49
OUT0000659,Sample FoodService 0045,2024-08,Standard,13,110.993,1050.56
OUT0000660,Sample FoodService 0045,2024-09,Cold Chain,14,189.574,789.07
